licence_ref,description,lcensee_name,trading_name,address_1,address_2,address_3,county
1004903,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LTD,HOMELAND,BALLYHAUNIS,NA,NA,CO. MAYO
1004905,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,CONNACHT GOLD STORE,BALLINROBE,NA,NA,CO. MAYO
1004913,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,CLAREMORRIS,NA,NA,CO. MAYO
1004901,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,KILLALA,NA,NA,CO. MAYO
1012965,Marked Fuel Trader's Licence                                                                        ,ARINOS LTD,ARINOS LTD BALLINROBE,NEALE ROAD,BALLINROBE,NA,CO. MAYO
1004816,Marked Fuel Trader's Licence                                                                        ,ARD SERVICES LIMITED,TOPAZ,BOWGATE STREET,BALLINROBE,NA,CO. MAYO
1005202,Marked Fuel Trader's Licence                                                                        ,ANTHONY KEANE,KEANE'S,LETTRA,BALLYCROY,WESTPORT,CO. MAYO
1004668,Marked Fuel Trader's Licence                                                                        ,V KEATINGS OIL LTD,NA,ARDSALLAGH,NAVAN,NA,CO. MEATH
1007113,Marked Fuel Trader's Licence                                                                        ,TUITES GARAGE (OLDCASTLE) LTD,TUITES GARAGE (OLDCASTLE) LTD,CAVAN STREET,OLDCASTLE,NA,CO. MEATH
1004965,Marked Fuel Trader's Licence                                                                        ,TRIZARA LTD,MAXOL SERVICE STATION,FLOWERHILL,NAVAN,NA,CO. MEATH
1007793,Marked Fuel Trader's Licence                                                                        ,TRIM HOME HEATING OIL LIMITED,TRIM HOME HEATING OIL LIMITED,KILTALE FILLING STATION,TRIM ROAD,KILTALE,CO. MEATH
1005898,Marked Fuel Trader's Licence                                                                        ,TOPAZ (LOCAL FUELS) LIMITED,TOPAZ (LOCAL FUELS) LIMITED,TRIM ROAD,NAVAN,NA,CO. MEATH
1007744,Marked Fuel Trader's Licence                                                                        ,TOMMY DOWD OIL DISTRIBUTORS LTD,NA,GARDEN RATH ROAD,KELLS,NA,CO. MEATH
1010742,Marked Fuel Trader's Licence                                                                        ,TOMMY DOWD OIL DISTRIBUTORS LTD,NA,O GROWNEY STREET,ATHBOY,NA,CO. MEATH
1003786,Marked Fuel Trader's Licence                                                                        ,TOMMY DOWD OIL DISTRIBUTORS LTD,TOMMY DOWD OIL DISTRIBUTORS LTD,88 ACRES,ATHBOY BUSINESS PARK,ATHBOY,CO. MEATH
1005005,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP ENFIELD EAST BOUND,M4 EASTBOUND,MARTINSTOWN,ENFIELD,CO. MEATH
1005007,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP ENFIELD WESTBOUND,M4 WESTBOUND,MARTINSTOWN,ENFIELD,CO. MEATH
1013474,Marked Fuel Trader's Licence                                                                        ,TARADA INVESTEK LIMITED,STAHALMOG STORES,STAHALMOG,KELLS,NA,CO. MEATH
1011502,Marked Fuel Trader's Licence                                                                        ,SIRIO RETAIL OPERATIONS LIMITED,SIRIO RETAIL OPERATIONS LIMITED,CLONARD SERVICE STATION,CLONARD,NA,CO. MEATH
1012549,Marked Fuel Trader's Licence                                                                        ,SIRIO RETAIL OPERATIONS LIMITED,SIRIO RETAIL OPERATIONS LIMITED,TOP OIL SERVICE STATION,KELLS ROAD,OLDCASTLE,CO. MEATH
1012276,Marked Fuel Trader's Licence                                                                        ,SIRIO RETAIL OPERATIONS LIMITED,SIRIO RETAIL OPERATIONS LIMITED,BRIDGE STREET,ATHBOY,NA,CO. MEATH
1007975,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD,ESSO HAYESTOWN SERVICE STATION,HAYESTOWN,NAVAN,NA,CO. MEATH
1005067,Marked Fuel Trader's Licence                                                                        ,SEERORUM LIMITED,SMYTH'S SERVICE STATION,DERRY ROAD,SLANE,NA,CO. MEATH
1004660,Marked Fuel Trader's Licence                                                                        ,SEAN MC ENTEE LIMITED,SEAN MCENTEE LTD,NOBBER,NA,NA,CO. MEATH
1005304,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,NA,DEERPARK,SLANE,NA,CO. MEATH
1005300,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,NA,BARLEYHILL,NA,NA,CO. MEATH
1005282,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,NA,DULEEK,NA,NA,CO. MEATH
1005302,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,NA,MULLAGHCRONE,NA,NA,CO. MEATH
1005353,Marked Fuel Trader's Licence                                                                        ,PELCO KILMOON LTD,TOP/SPAR,KILMOON CROSS,ASHBOURNE,NA,CO. MEATH
1005609,Marked Fuel Trader's Licence                                                                        ,OLIVER CURTIS,CURTIS SHOP,FLEMINGTON,BALRATH,NAVAN,CO. MEATH
1011794,Marked Fuel Trader's Licence                                                                        ,MAD CAT RETAIL LIMITED,T/A MCKEONS SHOP & DELI,BECTIVE STREET,KELLY,NA,CO. MEATH
1005140,Marked Fuel Trader's Licence                                                                        ,M50 OIL LTD,GALA (ASHBOURNE) & GULF OIL (ASHBOURNE),BALTRASNA,RATOATH ROAD,ASHBOURNE,CO. MEATH
1013838,Marked Fuel Trader's Licence                                                                        ,KJT MOTORS LIMITED,NA,FAIRYHOUSE ROAD,RATOATH,NA,CO. MEATH
1005710,Marked Fuel Trader's Licence                                                                        ,KILBERRY SERVICE STATION LIMITED,KILBERRY SERVICE STATION,KILBERRY,PROUDSTOWN,NAVAN,CO. MEATH
1005887,Marked Fuel Trader's Licence                                                                        ,JOSEPH & MARTIN CURRAN,TARA SERVICE STATION,GARLOW CROSS,NAVAN,NA,CO. MEATH
1005847,Marked Fuel Trader's Licence                                                                        ,JOHNSTOWNBRIDGE SERVICE STATION LTD,JOHNSTOWNBRIDGE SERVICE STATION LTD,JOHNSTOWN BRIDGE,ENFIELD,NA,CO. MEATH
1005679,Marked Fuel Trader's Licence                                                                        ,JOHN GALLIGAN,JOHN GALLIGAN,BOOLIES CROSS,OLDCASTLE,NA,CO. MEATH
1011111,Marked Fuel Trader's Licence                                                                        ,HPH FUELS LIMITED,T/A H P FUELS ROSS,ROSSCROSS,TARA,NAVAN,CO. MEATH
1010840,Marked Fuel Trader's Licence                                                                        ,HPH FUELS LIMITED,RORYS SERVICE STATION,CAVAN ROAD,OLDCASTLE,NA,CO. MEATH
1007213,Marked Fuel Trader's Licence                                                                        ,H & B SUPER STORE LIMITED,SUMMERHILL SERVICE STATION,SUMMERHILL,NA,NA,CO. MEATH
1013483,Marked Fuel Trader's Licence                                                                        ,GIBNEYS OF OLDCASTLE LTD,GIBNEYS OF OLDCASTLE LTD,BECTIVE SQUARE,KELLS,NA,CO. MEATH
1004088,Marked Fuel Trader's Licence                                                                        ,GIBNEYS OF OLDCASTLE,GIBNEYS OF OLDCASTLE,THE SQURE,OLDCASTLE,NA,CO. MEATH
1005925,Marked Fuel Trader's Licence                                                                        ,G&D PROPERTIES LTD,DEMPSEYS MACE/MAXOL,MAIN STREET,BALLIVOR,NA,CO. MEATH
1011463,Marked Fuel Trader's Licence                                                                        ,FIONTAIR BLÁTH BUÍ TEORANTA,NA,BAGILL,BECTIVE,NAVAN,CO. MEATH
1004647,Marked Fuel Trader's Licence                                                                        ,ETRUBY LTD,GETHIN STORES,ALLENSTOWN,KELLS,NA,CO. MEATH
1006217,Marked Fuel Trader's Licence                                                                        ,ENFIELD SERVICE STATION LIMITED,ENFIELD SERVICE STATION,MAIN STREET,ENFIELD,NA,CO. MEATH
1009978,Marked Fuel Trader's Licence                                                                        ,ENA SOUHAN,SOUHAN'S GARAGE & FILLING STATION,HAGGARD STREET,TRIM,NA,CO. MEATH
1008483,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,GREAT GAS,THE BRINK,BEAUPARK,NAVAN,CO. MEATH
1004907,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,GRIFFITH BROS,LONGWOOD ROAD,TRIM,NA,CO. MEATH
1005863,Marked Fuel Trader's Licence                                                                        ,DUNBOYNE OIL COMPANY LTD,DUNBOYNE OIL COMPANY LTD,ASH HILL,DUNBOYNE,NA,CO. MEATH
1012464,Marked Fuel Trader's Licence                                                                        ,COLM FINLAY,MOYNALTY FUEL STATION,MOYNALTY,KELLS,NA,CO. MEATH
1012846,Marked Fuel Trader's Licence                                                                        ,CARRAGHER RETAIL LIMITED,CLONCAT SERVICE STATION,CLONCAT N52,FORDSTOWN,NAVAN,CO. MEATH
1004740,Marked Fuel Trader's Licence                                                                        ,CAMPUS OIL LTD,NA,LISCARTON INDUSTRIAL ESTATE,KELLS ROAD,NAVAN,CO. MEATH
1004706,Marked Fuel Trader's Licence                                                                        ,CAMPUS OIL LTD,CAMPUS OIL LTD,NAVAN ROAD,DUNSHAUGHLIN,NA,CO. MEATH
1005129,Marked Fuel Trader's Licence                                                                        ,CABNDUFF SERVICES LTD,DOUGHTYS SERVICE STATION,WILKINSTOWN,NAVAN,NA,CO. MEATH
1005238,Marked Fuel Trader's Licence                                                                        ,BLACKLION STORES LTD,BLACKLION STORES LTD,BLACKLION,BALRATH,NAVAN,CO. MEATH
1006011,Marked Fuel Trader's Licence                                                                        ,BARTLE MASTERSON,MILLBROOK FUELS,MILLBROOK,OLDCASTLE,NA,CO. MEATH
1003986,Marked Fuel Trader's Licence                                                                        ,BARRY GILLEN LTD,BARRY GILLEN LTD,DUBLIN ROAD,TRIM,NA,CO. MEATH
1013759,Marked Fuel Trader's Licence                                                                        ,ARD SERVICES LTD,TOPAZ,TOPAZ CITY NORTH J1MI,CITY NORTH BUSINESS CAMPUS,GORMANSTOWN,CO. MEATH
1004248,Marked Fuel Trader's Licence                                                                        ,ARD SERVICES LTD,TOPAZ,COOLFORE,ASHBOURNE,NA,CO. MEATH
1004741,Marked Fuel Trader's Licence                                                                        ,WMA SERVICE STATION LTD,FARRELL OILS,OFFICE UNIT NO. 9,"O'DUFFY CENTRE, MAIN STREET",CARRICKMACROSS,CO. MONAGHAN
1009835,Marked Fuel Trader's Licence                                                                        ,TOPAZ ENERGY LIMITED,NA,EMYVALE,MOYBRIDGE,NA,CO. MONAGHAN
1004147,Marked Fuel Trader's Licence                                                                        ,TOMMY MARTIN FUELS MONAGHAN LTD,T MARTIN FUELS,TAMLAT,BALLYBAY ROAD,NA,CO. MONAGHAN
1005844,Marked Fuel Trader's Licence                                                                        ,TIR CHONAIL SERVICE STATION LTD,TIR CHONAIL SS LTD,ARDEE ROAD,CARRICKMACROSS,NA,CO. MONAGHAN
1004923,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP COOLTRIM OIL,COOLTRIMEGISH,TULLYNAHERINA,NA,CO. MONAGHAN
1006350,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP OIL - CASTLEBLANEY NEC,BLOOMFIELD,CASTLEBLANEY,NA,CO. MONAGHAN
1011571,Marked Fuel Trader's Licence                                                                        ,T & R LOWEY INTERNATIONAL LIMITED,T& R LOWEY INTERNATIONAL LTD,CASHEL,CASTLEBLANEY,NA,CO. MONAGHAN
1004674,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD,ESSO SILVERSTREAM,TAMLAT,SILVERSTREAM,NA,CO. MONAGHAN
1004612,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD,ESSO SMITHBORO,MULLADUFF,SMITHBOROUGH,NA,CO. MONAGHAN
1004387,Marked Fuel Trader's Licence                                                                        ,SEAN MURPHY,MURPHY OILS,DRUMBOE,CASTLESHANE,NA,CO. MONAGHAN
1005603,Marked Fuel Trader's Licence                                                                        ,SEAMUS CALLAN,NA,FEEGALVA,CARRICKMACROSS,NA,CO. MONAGHAN
1005233,Marked Fuel Trader's Licence                                                                        ,SEAMUS & GERALDINE MCANENLY,MCANENLY OILS,MOYBRIDGE,EMYVALE,NA,CO. MONAGHAN
1004543,Marked Fuel Trader's Licence                                                                        ,PRINCEVILLE ENTERPRISES LTD,O'ROURKE OIL,MILERIVER,DRUMBROAGH,CARRICKMACROSS,CO. MONAGHAN
1005681,Marked Fuel Trader's Licence                                                                        ,PMQ STORES LTD,NA,KNOCKAFUBBLE,EMYVALE,NA,CO. MONAGHAN
1015148,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,NA,MONAGHAN ROAD,CASTLEBLANEY,NA,CO. MONAGHAN
1006549,Marked Fuel Trader's Licence                                                                        ,PATRICK LYNCH,LYNCHS,LISNALONG,NA,NA,CO. MONAGHAN
1004154,Marked Fuel Trader's Licence                                                                        ,P D S SERVICES LTD,PDS SERVICES LTD,TULLYNAGROW,CASTLEBLAYNEY,NA,CO. MONAGHAN
1005701,Marked Fuel Trader's Licence                                                                        ,ORIEL OIL LIMITED,ORIEL OIL,DUNDALK ROAD,CARRICKMACROSS,NA,CO. MONAGHAN
1004125,Marked Fuel Trader's Licence                                                                        ,MORE OILS LTD,NA,DONAGH YARD,DONAGH,GLASLOUGH,CO. MONAGHAN
1008775,Marked Fuel Trader's Licence                                                                        ,MONAGHAN MUSHROOMS IRELAND,MONAGHAN MUSHROOMS IRELAND,TYHOLLAND,NA,NA,CO. MONAGHAN
1009847,Marked Fuel Trader's Licence                                                                        ,MICHEAL BIRDY,BIRDY OIL,GRANAROGUE,CARRICKMACROSS,NA,CO. MONAGHAN
